Filename,Sum_Rewards,Steps,Difference,Significant_Increase_Index
E4A4G9T5,2236,7.0,0.1614397051104404,9.0
E4A4G9T6,2341,7.0,0.1759823309516532,3.0
E4A4G9T7,2405,7.0,0.1851583170927226,3.0
E4A4G9T8,2218,7.0,0.1606833980367444,8.0
E4A4G9T9,2387,7.0,0.1787247357959793,4.0
E4A6G1T1,2539,7.0,9.827708606784143e-05,11.0
E4A6G1T10,2779,7.0,0.0001939177485057,3.0
E4A6G1T11,2636,7.0,0.0001474722296798,6.0
E4A6G1T12,2613,7.0,0.0001276244733713,5.0
E4A6G1T13,2747,7.0,0.0001695998489374,3.0
E4A6G1T14,2665,7.0,0.0001719805171709,3.0
E4A6G1T15,2667,7.0,0.0001616562429605,3.0
E4A6G1T16,2789,7.0,0.0001947851702288,3.0
E4A6G1T17,2542,7.0,0.000102052180158,8.0
E4A6G1T18,2706,7.0,0.0001607645155839,5.0
E4A6G1T19,2585,7.0,0.0001076203536642,7.0
E4A6G1T2,2372,7.0,5.444040002493373e-05,15.0
E4A6G1T20,2632,7.0,0.0001229107877365,3.0
E4A6G1T21,2669,7.0,0.0001655156070848,3.0
E4A6G1T22,2756,7.0,0.0001956956728638,3.0
E4A6G1T23,2594,7.0,0.0001319832739499,4.0
E4A6G1T24,2597,7.0,0.0001220657068178,4.0
E4A6G1T25,2340,7.0,3.55810015363912e-05,17.0
E4A6G1T26,2794,7.0,0.0002024882552984,4.0
E4A6G1T27,2790,7.0,0.0001957715564739,3.0
E4A6G1T28,2630,7.0,0.000122647507635,7.0
E4A6G1T29,2603,7.0,0.000132093077878,3.0
E4A6G1T3,2570,7.0,0.0001201344117906,8.0
E4A6G1T30,2730,7.0,0.0001880030999438,4.0
E4A6G1T31,2657,7.0,0.0001519738104393,4.0
E4A6G1T32,2412,7.0,6.737191106671872e-05,9.0
E4A6G1T33,2617,7.0,0.0001435945073421,6.0
E4A6G1T34,2560,7.0,0.0001231238345488,7.0
E4A6G1T35,2633,7.0,0.0001527230786966,4.0
E4A6G1T36,2792,7.0,0.0001891894270676,3.0
E4A6G1T37,2713,7.0,0.0001720559590821,3.0
E4A6G1T38,2723,7.0,0.0001765788937182,4.0
E4A6G1T39,2698,7.0,0.0001621139617555,3.0
E4A6G1T4,2604,7.0,0.000133901614782,7.0
E4A6G1T40,2564,7.0,0.000106983343583,9.0
E4A6G1T5,2586,7.0,0.0001150377698201,7.0
E4A6G1T6,2641,7.0,0.0001321242053039,6.0
E4A6G1T7,2654,7.0,0.0001521368172798,4.0
E4A6G1T8,2728,7.0,0.0001711386164985,3.0
E4A6G1T9,2770,7.0,0.0001959819265814,3.0
E4A6G4T1,2612,7.0,0.0124319247686932,5.0
E4A6G4T10,2632,7.0,0.013412868225354,3.0
E4A6G4T11,2493,7.0,0.010012054538594,6.0
E4A6G4T12,2581,7.0,0.0126856848289626,3.0
E4A6G4T13,2503,7.0,0.0113265608584534,4.0
E4A6G4T14,2512,7.0,0.0107145596591591,4.0
E4A6G4T15,2509,7.0,0.0107054707136866,3.0
E4A6G4T16,2543,7.0,0.0119525975967623,3.0
E4A6G4T17,2497,7.0,0.0105697839569663,3.0
E4A6G4T18,2600,7.0,0.0130333495374053,3.0
E4A6G4T19,2582,7.0,0.0132276422743344,3.0
E4A6G4T2,2497,7.0,0.0107054208054522,4.0
E4A6G4T20,2535,7.0,0.0109236333281458,3.0
E4A6G4T21,2442,7.0,0.0104244228313542,3.0
E4A6G4T22,2492,7.0,0.0108319951210313,5.0
E4A6G4T23,2430,7.0,0.0099258141334159,4.0
E4A6G4T24,2772,7.0,0.0163732461921752,3.0
E4A6G4T25,2453,7.0,0.0102269213388502,6.0
E4A6G4T26,2477,7.0,0.010901599508773,5.0
E4A6G4T27,2600,7.0,0.0127746842004396,3.0
E4A6G4T28,2497,7.0,0.011071221791679,3.0
E4A6G4T29,2601,7.0,0.0131697178996117,3.0
E4A6G4T3,2595,7.0,0.0128121584548332,3.0
E4A6G4T30,2481,7.0,0.00975838045428,6.0
E4A6G4T31,2474,7.0,0.010587001033609,5.0
E4A6G4T32,2470,7.0,0.0103925234347816,4.0
E4A6G4T33,2257,7.0,0.0074511364470988,9.0
E4A6G4T34,2596,7.0,0.0126792623265719,3.0
E4A6G4T35,2419,7.0,0.0100733226414403,7.0
E4A6G4T36,2379,7.0,0.0085345288997159,7.0
E4A6G4T37,2506,7.0,0.0117078117347454,3.0
E4A6G4T38,2527,7.0,0.0111848853144671,4.0
E4A6G4T39,2377,7.0,0.00836307825136,12.0
E4A6G4T4,2569,7.0,0.0123582849122759,3.0
E4A6G4T40,2489,7.0,0.0112985855550903,3.0
E4A6G4T5,2683,7.0,0.0150250560103796,3.0
E4A6G4T6,2545,7.0,0.0106966696370729,5.0
E4A6G4T7,2366,7.0,0.0085124971669514,10.0
E4A6G4T8,2242,7.0,0.0061744976875954,14.0
E4A6G4T9,2641,7.0,0.0140175981400638,3.0
E4A6G6T1,2344,7.0,0.0450325636696681,8.0
E4A6G6T10,2509,7.0,0.053861430449795,4.0
E4A6G6T11,2454,7.0,0.0514840411918334,3.0
E4A6G6T12,2541,7.0,0.0566093642291686,3.0
E4A6G6T13,2292,7.0,0.0408015420778708,7.0
E4A6G6T14,2446,7.0,0.0492494167871886,5.0
E4A6G6T15,2315,7.0,0.0454955017608434,3.0
E4A6G6T16,2452,7.0,0.0535824337670769,4.0
E4A6G6T17,2261,7.0,0.0363935746147326,12.0
E4A6G6T18,2287,7.0,0.0419741492469842,6.0
E4A6G6T19,2305,7.0,0.0427781269867859,8.0
E4A6G6T2,2426,7.0,0.0523692648220828,3.0
E4A6G6T20,2387,7.0,0.0460519948264376,7.0
E4A6G6T21,2389,7.0,0.0472600478266764,5.0
E4A6G6T22,2369,7.0,0.0429496723170019,8.0
E4A6G6T23,2358,7.0,0.0454554467643874,5.0
E4A6G6T24,2495,7.0,0.0549763132779982,3.0
E4A6G6T25,2519,7.0,0.0565021016542243,3.0
E4A6G6T26,2424,7.0,0.0511392976063452,4.0
E4A6G6T27,2193,7.0,0.0333050994837513,11.0
E4A6G6T28,2569,7.0,0.0574983115616008,3.0
E4A6G6T29,2422,7.0,0.0530449146135303,3.0
E4A6G6T3,2414,7.0,0.0505341261994563,3.0
E4A6G6T30,2394,7.0,0.0509685626851456,4.0
E4A6G6T31,2324,7.0,0.0451982922091867,3.0
E4A6G6T32,2428,7.0,0.0492459380499085,5.0
E4A6G6T33,2437,7.0,0.0511241423933813,3.0
E4A6G6T34,2462,7.0,0.0506136151227237,3.0
E4A6G6T35,2394,7.0,0.0483072005106911,3.0
E4A6G6T36,2311,7.0,0.0426152107647669,6.0
E4A6G6T37,2346,7.0,0.0434620264455745,6.0
E4A6G6T38,2304,7.0,0.0402773731615025,9.0
E4A6G6T39,2467,7.0,0.052173405708316,3.0
E4A6G6T4,2495,7.0,0.0561827098357354,7.0
E4A6G6T40,2441,7.0,0.0488519075629965,5.0
E4A6G6T5,2420,7.0,0.0495423443245561,4.0
E4A6G6T6,2435,7.0,0.0511821042220247,4.0
E4A6G6T7,2439,7.0,0.0496069170454655,4.0
E4A6G6T8,2441,7.0,0.0464260331993185,6.0
E4A6G6T9,2399,7.0,0.0475757241143406,3.0
E4A6G9T1,2028,8.0,0.251082477565431,4.0
E4A6G9T10,1998,8.0,0.2510830429966414,3.0
E4A6G9T11,2031,8.0,0.2465767917327408,4.0
E4A6G9T12,1993,8.0,0.241668575977316,4.0
E4A6G9T13,1802,8.0,0.1898521634598027,13.0
E4A6G9T14,1700,8.0,0.1570419359757647,21.0
E4A6G9T15,2146,8.0,0.2673994319287113,4.0
E4A6G9T16,2010,8.0,0.243229655866555,5.0
E4A6G9T17,1954,8.0,0.2289861220636347,5.0
E4A6G9T18,1853,8.0,0.1932437026228499,15.0
E4A6G9T19,1809,8.0,0.1970742370944106,10.0
E4A6G9T2,1952,8.0,0.2237141472849738,10.0
E4A6G9T20,2006,8.0,0.232348763221482,7.0
E4A6G9T21,2064,8.0,0.2533630185453726,5.0
E4A6G9T22,2000,8.0,0.2437366580922691,6.0
E4A6G9T23,2093,8.0,0.2607797304706417,3.0
E4A6G9T24,1871,8.0,0.2076427819326993,8.0
E4A6G9T25,2072,8.0,0.2506867506088066,6.0
E4A6G9T26,1986,8.0,0.2456217985422551,3.0
E4A6G9T27,2089,8.0,0.256179469798017,3.0
E4A6G9T28,1987,8.0,0.2301950327089218,4.0
E4A6G9T29,2073,8.0,0.2583015382730583,3.0
E4A6G9T3,1989,8.0,0.2419312149289094,5.0
E4A6G9T30,1951,8.0,0.2318012696070131,3.0
E4A6G9T31,1805,8.0,0.1882355750254516,10.0
E4A6G9T32,1908,8.0,0.2202614048140998,7.0
E4A6G9T33,1940,8.0,0.2304247893313895,5.0
E4A6G9T34,1856,8.0,0.2029528761750382,10.0
E4A6G9T35,1930,8.0,0.2166766314842654,9.0
E4A6G9T36,2071,8.0,0.261265939980005,3.0
E4A6G9T37,2052,8.0,0.2446209747836545,4.0
E4A6G9T38,2105,8.0,0.2614508410315644,4.0
E4A6G9T39,1833,8.0,0.2024475770985473,11.0
E4A6G9T4,2013,8.0,0.2372045423717739,5.0
E4A6G9T40,2010,8.0,0.2417793512612027,5.0
E4A6G9T5,1822,8.0,0.1908473776545986,14.0
E4A6G9T6,2016,8.0,0.2385324915182241,6.0
E4A6G9T7,2053,8.0,0.2501660959961876,5.0
E4A6G9T8,1934,8.0,0.2154761536040948,10.0
E4A6G9T9,1891,8.0,0.2145149201868996,10.0
E4A9G1T1,2175,7.0,1.436815462202169e-05,14.0
E4A9G1T10,2445,7.0,7.220132325405381e-05,5.0
E4A9G1T11,2409,7.0,6.5877361444848e-05,6.0
E4A9G1T12,2594,7.0,8.218046029120164e-05,3.0
E4A9G1T13,2514,7.0,7.829300828365588e-05,3.0
E4A9G1T14,2540,7.0,8.070986564563654e-05,3.0
E4A9G1T15,2322,7.0,3.574303921142497e-05,6.0
E4A9G1T16,2487,7.0,7.817115374523725e-05,3.0
E4A9G1T17,2408,7.0,6.660119103198244e-05,4.0
E4A9G1T18,2350,7.0,2.660802030135016e-05,7.0
E4A9G1T19,2372,7.0,6.571471164018758e-05,5.0
E4A9G1T2,2437,7.0,4.041856900376087e-05,3.0
E4A9G1T20,2475,7.0,7.394707817434364e-05,4.0
E4A9G1T21,2380,7.0,4.1020118934792215e-05,8.0
E4A9G1T22,2363,7.0,4.002184524338723e-05,5.0
E4A9G1T23,2485,7.0,7.719052484434072e-05,3.0
E4A9G1T24,2475,7.0,7.567740306953246e-05,3.0
E4A9G1T25,2284,7.0,2.212485696446624e-05,8.0
E4A9G1T26,2393,7.0,6.567598590074089e-05,5.0
E4A9G1T27,2167,7.0,1.5324114532040615e-05,10.0
E4A9G1T28,2237,7.0,1.992807203596729e-05,11.0
E4A9G1T29,2439,7.0,6.707129055275085e-05,4.0
E4A9G1T3,2395,7.0,3.848763640617915e-05,8.0
E4A9G1T30,2449,7.0,6.352541709037497e-05,5.0
E4A9G1T31,2382,7.0,6.040383685613578e-05,7.0
E4A9G1T32,2457,7.0,7.19692582758649e-05,4.0
E4A9G1T33,2576,7.0,8.134771283381545e-05,3.0
E4A9G1T34,2538,7.0,8.011325105081171e-05,5.0
E4A9G1T35,2559,7.0,8.03716381502074e-05,3.0
E4A9G1T36,2223,7.0,1.494236602054012e-05,14.0
E4A9G1T37,2377,7.0,2.999952139118648e-05,8.0
E4A9G1T38,2430,7.0,6.704206779800041e-05,7.0
E4A9G1T39,2503,7.0,7.500274108051432e-05,3.0
E4A9G1T4,2404,7.0,6.521480205947785e-05,5.0
E4A9G1T40,2410,7.0,6.809031382426351e-05,4.0
E4A9G1T5,2529,7.0,7.924620551774461e-05,3.0
E4A9G1T6,2282,7.0,2.595026716671918e-05,8.0
E4A9G1T7,2383,7.0,6.55693682867675e-05,5.0
E4A9G1T8,2417,7.0,7.241964076934465e-05,4.0
E4A9G1T9,2214,7.0,1.82806075657546e-05,10.0
E4A9G4T1,2148,8.0,0.0079097352667875,4.0
E4A9G4T10,1929,8.0,0.0052969635139952,6.0
E4A9G4T11,1944,8.0,0.0047477692360887,8.0
E4A9G4T12,1915,8.0,0.004705257276788,8.0
E4A9G4T13,2072,8.0,0.0073656329488463,3.0
E4A9G4T14,2070,8.0,0.0070250422613163,4.0
E4A9G4T15,2095,8.0,0.0074479046669749,3.0
E4A9G4T16,1992,8.0,0.0058277106886979,4.0
E4A9G4T17,1839,8.0,0.0030733860603587,13.0
E4A9G4T18,2052,8.0,0.0067566360125631,5.0
E4A9G4T19,1948,8.0,0.0052320179510098,6.0
E4A9G4T2,2112,8.0,0.0075854057119113,3.0
E4A9G4T20,1880,8.0,0.0035496683582162,13.0
E4A9G4T21,2050,8.0,0.0069215038626843,3.0
E4A9G4T22,2077,8.0,0.0077872030247546,3.0
E4A9G4T23,2180,8.0,0.0083588777972315,3.0
E4A9G4T24,2084,8.0,0.0067433013011745,3.0
E4A9G4T25,2027,8.0,0.0054884148188462,6.0
E4A9G4T26,2082,7.0,0.006892578342407,3.0
E4A9G4T27,2109,8.0,0.0076690832820659,4.0
E4A9G4T28,1924,8.0,0.0043206988089791,8.0
E4A9G4T29,1674,8.0,0.0018998145054075,20.0
E4A9G4T3,1934,8.0,0.0043098879734035,10.0
E4A9G4T30,2194,8.0,0.0085299416055127,3.0
E4A9G4T31,1876,8.0,0.0036945611522813,9.0
E4A9G4T32,2063,8.0,0.0065435899695395,4.0
E4A9G4T33,2070,8.0,0.006406139644716,7.0
E4A9G4T34,2062,8.0,0.0063443029146423,4.0
E4A9G4T35,2203,8.0,0.0078367641600466,4.0
E4A9G4T36,1927,8.0,0.0048228383908529,9.0
E4A9G4T37,2086,7.0,0.0075009088236382,3.0
E4A9G4T38,1982,8.0,0.0061185567626157,5.0
E4A9G4T39,2130,8.0,0.0076427175327229,3.0
E4A9G4T4,1982,8.0,0.0063400595390322,4.0
E4A9G4T40,2120,8.0,0.0072886573542964,3.0
E4A9G4T5,1803,8.0,0.0025652770989502,13.0
E4A9G4T6,1975,8.0,0.0055420496342501,7.0
E4A9G4T7,2118,8.0,0.0069046584761747,3.0
E4A9G4T8,2005,8.0,0.0061607646222419,4.0
E4A9G4T9,1969,8.0,0.0054139872041329,7.0
E4A9G6T1,1817,8.0,0.0292280866742267,8.0
E4A9G6T10,1623,8.0,0.0174800811526922,16.0
E4A9G6T11,1889,8.0,0.0349239847747959,5.0
E4A9G6T12,1696,8.0,0.0191926321743717,12.0
E4A9G6T13,1945,8.0,0.0430297155074086,3.0
E4A9G6T14,1802,8.0,0.0285796211290222,10.0
E4A9G6T15,1850,8.0,0.0331522469510683,8.0
E4A9G6T16,1869,8.0,0.0392432921467191,5.0
E4A9G6T17,1868,8.0,0.0357367261110854,6.0
E4A9G6T18,1771,8.0,0.0284639809584799,6.0
E4A9G6T19,1923,8.0,0.0420360570060585,4.0
E4A9G6T2,1838,8.0,0.0356066466698519,3.0
E4A9G6T20,1772,8.0,0.0301035525538565,7.0
E4A9G6T21,1960,8.0,0.0412444606838224,3.0
E4A9G6T22,1926,8.0,0.0413988264220988,3.0
E4A9G6T23,1915,8.0,0.0392612297027685,4.0
E4A9G6T24,1543,8.0,0.0131411425794626,18.0
E4A9G6T25,1799,8.0,0.0274860208708161,7.0
E4A9G6T26,1759,8.0,0.0272268377269599,8.0
E4A9G6T27,1829,8.0,0.0310182799163237,6.0
E4A9G6T28,1578,8.0,0.0156061042312777,16.0
E4A9G6T29,1735,8.0,0.0277784954398406,9.0
E4A9G6T3,1949,8.0,0.0419337746714562,3.0
E4A9G6T30,1889,8.0,0.0334862134293231,7.0
E4A9G6T31,1908,8.0,0.042282974460146,3.0
E4A9G6T32,1865,8.0,0.0379246635227712,4.0
E4A9G6T33,1727,8.0,0.023320435711747,11.0
E4A9G6T34,1767,8.0,0.0270311325692089,6.0
E4A9G6T35,1948,8.0,0.0419577826579047,3.0
E4A9G6T36,1844,8.0,0.0347138775529997,6.0
E4A9G6T37,1696,8.0,0.0208426961920356,11.0
E4A9G6T38,1807,8.0,0.0279351518613334,10.0
E4A9G6T39,1915,8.0,0.0392715560737779,4.0
E4A9G6T4,1860,8.0,0.0351322205696778,4.0
E4A9G6T40,1926,8.0,0.0413886928565153,4.0
E4A9G6T5,1842,8.0,0.0347368583965626,4.0
E4A9G6T6,1942,8.0,0.0398850847580216,3.0
E4A9G6T7,1880,8.0,0.039720928195399,3.0
E4A9G6T8,1915,8.0,0.0417820245031299,3.0
E4A9G6T9,1891,8.0,0.0406186012345294,4.0
E4A9G9T1,1592,8.0,0.3175262131153268,3.0
E4A9G9T10,1309,9.0,0.1585593313780011,14.0
E4A9G9T11,1477,8.0,0.2529696379729931,5.0
E4A9G9T12,1480,9.0,0.2301142483341811,7.0
E4A9G9T13,1384,8.0,0.2063901477261391,6.0
E4A9G9T14,1460,8.0,0.244664027987457,3.0
E4A9G9T15,1560,9.0,0.292716710308913,4.0
E4A9G9T16,1458,8.0,0.2308753744280272,3.0
E4A9G9T17,1486,8.0,0.2576661650775085,3.0
E4A9G9T18,1276,9.0,0.1282812908754238,17.0
E4A9G9T19,1565,8.0,0.283420432202788,4.0
E4A9G9T2,1499,8.0,0.2631325032696937,5.0
E4A9G9T20,1481,8.0,0.2508099010464079,3.0
E4A9G9T21,1432,8.0,0.2220237714644614,6.0
E4A9G9T22,1504,8.0,0.231026499859332,4.0
E4A9G9T23,1439,8.0,0.219743530348908,6.0
E4A9G9T24,1434,9.0,0.2198613071077207,6.0
E4A9G9T25,1546,8.0,0.2843767451560799,5.0
E4A9G9T26,1533,8.0,0.2644947144397461,3.0
E4A9G9T27,1394,9.0,0.1936952120089274,10.0
E4A9G9T28,1347,8.0,0.1789209169100589,9.0
E4A9G9T29,1503,8.0,0.2422986739810324,7.0
E4A9G9T3,1399,8.0,0.2098643003575671,6.0
E4A9G9T30,1435,9.0,0.2177510345964053,8.0
E4A9G9T31,1307,9.0,0.1601402949748296,13.0
E4A9G9T32,1425,8.0,0.2452962548429741,4.0
E4A9G9T33,1374,9.0,0.1767617800227326,11.0
E4A9G9T34,1528,8.0,0.2563502061549411,3.0
E4A9G9T35,1420,9.0,0.2189371672261541,5.0
E4A9G9T36,1507,9.0,0.260265832916479,5.0
E4A9G9T37,1530,8.0,0.2618396760431408,6.0
E4A9G9T38,1472,9.0,0.2389354750005841,3.0
E4A9G9T39,1403,8.0,0.2159749092843811,4.0
E4A9G9T4,1499,8.0,0.2617073116991538,3.0
E4A9G9T40,1460,9.0,0.2226848936623131,5.0
E4A9G9T5,1500,8.0,0.2543658830892172,4.0
E4A9G9T6,1474,9.0,0.2285531166043983,8.0
E4A9G9T7,1474,8.0,0.2499148189147098,4.0
E4A9G9T8,1439,8.0,0.2391890610530295,4.0
E4A9G9T9,1506,8.0,0.2510441344920681,4.0
E6A1G1T1,4351,7.0,0.0005246383680914,18.0
E6A1G1T10,3736,8.0,4.3940241632246495e-05,30.0
E6A1G1T11,4962,7.0,0.0016119973504776,4.0
E6A1G1T12,4244,7.0,0.0004937887348636,20.0
E6A1G1T13,4653,7.0,0.0007352937140115,13.0
E6A1G1T14,3951,8.0,5.232148014429827e-05,23.0
E6A1G1T15,4011,7.0,6.59192602512948e-05,22.0
E6A1G1T16,4120,7.0,0.0004360920224568,23.0
E6A1G1T17,4744,7.0,0.0009899770022876,8.0
E6A1G1T18,4852,7.0,0.0014240769955295,6.0
E6A1G1T19,4732,7.0,0.0010291380517213,10.0
E6A1G1T2,4934,7.0,0.0014412378160195,8.0
E6A1G1T20,5100,7.0,0.0018277059257732,5.0
E6A1G1T21,5217,7.0,0.0019232366442584,3.0
E6A1G1T22,4327,7.0,0.0005324611176826,19.0
E6A1G1T23,4735,7.0,0.0009527401870007,12.0
E6A1G1T24,5202,7.0,0.0017686608628207,3.0
E6A1G1T25,3554,8.0,3.4704268734432146e-05,34.0
E6A1G1T26,3434,8.0,2.7895032908468976e-05,35.0
E6A1G1T27,4931,7.0,0.001568833719456,8.0
E6A1G1T28,4570,7.0,0.000621828989701,14.0
E6A1G1T29,3256,8.0,3.3560260122102717e-06,39.0
E6A1G1T3,5157,7.0,0.0020237871497722,3.0
E6A1G1T30,4515,7.0,0.000578196295614,16.0
E6A1G1T31,4194,7.0,0.0004926875939923,21.0
E6A1G1T32,4598,7.0,0.0006581273840334,13.0
E6A1G1T33,4105,7.0,0.0004495636774586,20.0
E6A1G1T34,4143,7.0,0.0004096428027659,21.0
E6A1G1T35,5260,7.0,0.0020442552224797,3.0
E6A1G1T36,4763,7.0,0.0010367121470264,10.0
E6A1G1T37,4294,7.0,0.0005099682295813,19.0
E6A1G1T38,4919,7.0,0.0015461791231046,5.0
E6A1G1T39,5114,7.0,0.0019026960160198,4.0
E6A1G1T4,3550,8.0,3.514228002102382e-05,30.0
E6A1G1T40,4444,7.0,0.0005571345859531,18.0
E6A1G1T5,4705,7.0,0.0008938246787784,12.0
E6A1G1T6,1917,11.0,0.0,64.0
E6A1G1T7,4641,7.0,0.0006977358737894,10.0
E6A1G1T8,4650,7.0,0.0007489071839006,12.0
E6A1G1T9,4086,7.0,8.457112136539793e-05,22.0
E6A1G4T1,4961,7.0,0.0118136760936839,8.0
E6A1G4T10,1595,12.0,0.0,71.0
E6A1G4T11,4708,7.0,0.011336965671536,11.0
E6A1G4T12,4557,7.0,0.0105498308678778,14.0
E6A1G4T13,4615,7.0,0.0109134951049881,13.0
E6A1G4T14,3722,8.0,0.0033657554225173,29.0
E6A1G4T15,5057,7.0,0.0121658915112139,4.0
E6A1G4T16,4486,7.0,0.0104788612469437,14.0
E6A1G4T17,4780,7.0,0.0114975818859202,8.0
E6A1G4T18,3219,8.0,0.001048332836194,36.0
E6A1G4T19,5160,7.0,0.0122637642901766,4.0
E6A1G4T2,3850,8.0,0.003724327951525,27.0
E6A1G4T20,4651,7.0,0.0111639603472731,13.0
E6A1G4T21,4918,7.0,0.0117493838625477,5.0
E6A1G4T22,4159,7.0,0.0086773415222818,18.0
E6A1G4T23,4327,7.0,0.0096543348103916,16.0
E6A1G4T24,4037,7.0,0.0048344651240591,24.0
E6A1G4T25,4912,7.0,0.0116217323698764,4.0
E6A1G4T26,4398,7.0,0.0100522885962212,18.0
E6A1G4T27,3951,7.0,0.0054689906391579,24.0
E6A1G4T28,2032,10.0,0.0,59.0
E6A1G4T29,5126,7.0,0.0122440747476909,5.0
E6A1G4T3,4839,7.0,0.0115576864472759,6.0
E6A1G4T30,5077,7.0,0.0120226032651074,3.0
E6A1G4T31,3226,8.0,0.001042094306163,39.0
E6A1G4T32,5148,7.0,0.0124571718471545,4.0
E6A1G4T33,4801,7.0,0.0113422001958095,7.0
E6A1G4T34,5110,7.0,0.0120294755150341,6.0
E6A1G4T35,4355,7.0,0.0099495529569239,17.0
E6A1G4T36,4499,7.0,0.0104462080607498,13.0
E6A1G4T37,5098,7.0,0.0120982922628253,7.0
E6A1G4T38,4760,7.0,0.0111130021722661,11.0
E6A1G4T39,4772,7.0,0.0112706261584749,9.0
E6A1G4T4,4531,7.0,0.0105580866445171,16.0
E6A1G4T40,4027,7.0,0.0057340062647119,22.0
E6A1G4T5,4715,7.0,0.0114553886989959,11.0
E6A1G4T6,4739,7.0,0.011181395229518,9.0
E6A1G4T7,5171,7.0,0.0123216401193254,3.0
E6A1G4T8,5148,7.0,0.0122709978651383,4.0
E6A1G4T9,3440,8.0,0.0017613858015323,33.0
E6A1G6T1,5236,7.0,0.0242660456179273,3.0
E6A1G6T10,2264,10.0,0.0,57.0
E6A1G6T11,4014,7.0,0.0172660161433099,24.0
E6A1G6T12,5012,7.0,0.023520561769127,3.0
E6A1G6T13,2881,9.0,0.0023766006213934,44.0
E6A1G6T14,4850,7.0,0.022470201183977,8.0
E6A1G6T15,4652,7.0,0.0220653992107595,14.0
E6A1G6T16,4456,7.0,0.0210018219855409,15.0
E6A1G6T17,4358,7.0,0.0215652569308476,19.0
E6A1G6T18,4620,7.0,0.02213726057416,14.0
E6A1G6T19,4848,7.0,0.0234281269561402,8.0
E6A1G6T2,4119,7.0,0.0196973501343709,23.0
E6A1G6T20,3339,8.0,0.0077485454096866,36.0
E6A1G6T21,5028,7.0,0.0241115447322678,5.0
E6A1G6T22,4853,7.0,0.0233180215831908,8.0
E6A1G6T23,3225,8.0,0.0064967233909471,38.0
E6A1G6T24,5345,7.0,0.0242602963254566,3.0
E6A1G6T25,4420,7.0,0.021365752850387,15.0
E6A1G6T26,3703,8.0,0.0127979619357106,30.0
E6A1G6T27,3657,8.0,0.012017355628891,30.0
E6A1G6T28,5092,7.0,0.0239391910216064,5.0
E6A1G6T29,4905,7.0,0.0232400211437022,6.0
E6A1G6T3,3613,8.0,0.0123979571008359,33.0
E6A1G6T30,4779,7.0,0.0228061973468359,10.0
E6A1G6T31,4438,7.0,0.0211766786087558,17.0
E6A1G6T32,5069,7.0,0.0233781456461468,5.0
E6A1G6T33,5090,7.0,0.023666339535954,5.0
E6A1G6T34,3892,8.0,0.0150781893147327,28.0
E6A1G6T35,4839,7.0,0.0232330744221212,6.0
E6A1G6T36,5128,7.0,0.0235384846554367,4.0
E6A1G6T37,4687,7.0,0.0233495025043744,10.0
E6A1G6T38,4490,7.0,0.0219978182820078,14.0
E6A1G6T39,5115,7.0,0.0236262211290074,4.0
E6A1G6T4,4797,7.0,0.0230818440222035,6.0
E6A1G6T40,4804,7.0,0.0229334529431175,10.0
E6A1G6T5,4560,7.0,0.0216626953448296,13.0
E6A1G6T6,5169,7.0,0.0241924741251152,3.0
E6A1G6T7,4186,7.0,0.0198068139680734,22.0
E6A1G6T8,5004,7.0,0.0233331288824872,4.0
E6A1G6T9,3614,8.0,0.0118457907395445,30.0
E6A1G9T1,4908,7.0,0.0491363618980593,7.0
E6A1G9T10,4614,7.0,0.0478583339101953,12.0
E6A1G9T11,4469,7.0,0.046674225692794,16.0
E6A1G9T12,5207,7.0,0.0498677216249405,3.0
E6A1G9T13,4428,7.0,0.0462948129694413,16.0
E6A1G9T14,3779,8.0,0.0426295591938636,26.0
E6A1G9T15,5163,7.0,0.0497004913638849,3.0
E6A1G9T16,2674,9.0,0.0143850752676994,47.0
E6A1G9T17,4592,7.0,0.0478058278480229,11.0
E6A1G9T18,5183,7.0,0.0498276501537639,3.0
E6A1G9T19,4774,7.0,0.0483061266391295,10.0
E6A1G9T2,4410,7.0,0.046728527191885,17.0
E6A1G9T20,3515,8.0,0.0404408997075328,34.0
E6A1G9T21,4780,7.0,0.0482396012474544,9.0
E6A1G9T22,5158,7.0,0.050996077210562,3.0
E6A1G9T23,4491,7.0,0.0465911557754425,14.0
E6A1G9T24,4123,7.0,0.0454417665697258,21.0
E6A1G9T25,2870,9.0,0.0253851186496212,47.0
E6A1G9T26,4286,7.0,0.0460226813433746,15.0
E6A1G9T27,4802,7.0,0.0485105285087576,6.0
E6A1G9T28,4431,7.0,0.046251144719837,16.0
E6A1G9T29,2386,10.0,0.0,52.0
E6A1G9T3,3265,8.0,0.0383504699079495,38.0
E6A1G9T30,2678,9.0,0.0210350542103624,46.0
E6A1G9T31,4114,8.0,0.0447931329901705,22.0
E6A1G9T32,3613,8.0,0.0420202300389612,31.0
E6A1G9T33,4396,7.0,0.0461110863240403,17.0
E6A1G9T34,4847,7.0,0.0487971541675256,6.0
E6A1G9T35,3561,8.0,0.0410048447503851,31.0
E6A1G9T36,4740,7.0,0.0487461031885177,9.0
E6A1G9T37,4918,7.0,0.0495533457536788,7.0
E6A1G9T38,4312,7.0,0.046692992706844,17.0
E6A1G9T39,4636,7.0,0.0470753462172478,13.0
E6A1G9T4,3268,8.0,0.0377992674211775,38.0
E6A1G9T40,3928,8.0,0.0437437470737279,24.0
